관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
50110-00093,1-38호공원,어린이공원,,제주특별자치도 제주시 도남동 67-20,33.4905625892,126.5298924536,1610.1,운동기구11,조합놀이대2+그네1+흔들놀이2+시소1,파고라1+등의자8,,,1989-08-19,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00094,1-39호공원,어린이공원,,제주특별자치도 제주시 이도2동 375-1,33.5001294316,126.5379905948,2801.7,운동기구7,조합놀이대1+그네2,파고라2+평의자9+등의자5+화장실1+지압판1,,,1990-08-06,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00095,1-40호공원,어린이공원,,제주특별자치도 제주시 이도2동 404,33.4975033618,126.5407809206,2717.8,농구대1,조합놀이대1+그네1,파고라2+평의자4+등의자7+음수대1+흔들의자4+화장실1+지압판1,공연장1,,1990-08-06,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00096,1-41호공원,어린이공원,,제주특별자치도 제주시 일도2동 65,33.5022760459,126.5447582552,6273.6,운동기구9+농구대1,조합놀이대1+그네1+흔들놀이2+시소1,파고라2+평의자4+등의자11+화장실1+지압판2+지압안내판2,,,1990-08-06,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00097,1-42호공원,어린이공원,제주특별자치도 제주시 태성로4길 23,제주특별자치도 제주시 일도2동 88,33.4999826704,126.5472874775,2298.8,운동기구5,조합놀이대1+그네1+흔들놀이1+시소2,파고라2+등의자11+화장실1+평상1,,,1990-08-06,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00098,1-43호공원,어린이공원,,제주특별자치도 제주시 도두1동 2620,33.5040383903,126.4648834107,1913.1,농구대2+미니축구골대2,조합놀이대1+그네1+시소1,파고라2+평의자11+등의자6+음수대1+지압판1,,,1995-04-11,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00099,1-44호공원,어린이공원,제주특별자치도 제주시 도령로13길 16-8,제주특별자치도 제주시 연동 2330-1,33.4926239000,126.4887739963,2001.4,운동기구9,조합놀이대1+그네1+시소2+오르는기구1+건너는기구1,파고라1+평의자9+음수대1+돌테이블세트1,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00100,1-45호공원,어린이공원,제주특별자치도 제주시 성신로 18-12,제주특별자치도 제주시 연동 2319-1,33.4918694335,126.4866018593,2283.8,운동기구7,조합놀이대1+흔들놀이2+시소1,파고라1+등의자2+음수대1+돌테이블세트1+돌의자6,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00101,1-46호공원,어린이공원,,제주특별자치도 제주시 연동 1962-1,33.4902740992,126.4843589537,9350,운동기구39,조합놀이대1+그네1+흔들놀이2+시소1,파고라2+평의자3+등의자15+음수대1+지압판1+시계탑1,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00102,1-47호공원,어린이공원,,제주특별자치도 제주시 노형동 1031-1,33.4922110704,126.4752515991,1553.8,운동기구4,조합놀이대1+그네1+흔들놀이1,파고라2+평의자1+등의자7+돌의자1,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00103,1-48호공원,어린이공원,,제주특별자치도 제주시 노형동 1041-10,33.4899426962,126.4761370754,2044,운동기구3+농구대1,조합놀이대1+그네1+흔들놀이3+시소2,파고라4+평의자4+등의자6+자전거거치대1+지압판1+평상2,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00104,1-49호공원,어린이공원,,제주특별자치도 제주시 노형동 1274-8,33.4892038024,126.4813588143,2164.6,운동기구10,조합놀이대1+그네1+흔들놀이3,파고라1+평의자2+등의자9+나무테이블1,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00105,1-50호공원,어린이공원,,제주특별자치도 제주시 노형동 1066-1,33.4884690634,126.4777956491,1956.5,운동기구12,조합놀이대1+그네1+흔들놀이3,파고라1+평의자7+지압판1+평상1+돌의자1,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00106,1-51호공원,어린이공원,,제주특별자치도 제주시 노형동 1056-4,33.4874581145,126.4755382758,2345.6,운동기구5,조합놀이대1+그네1+시소1,파고라1+등의자4+나무테이블2+자전거거치대1+지압판1,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00107,1-52호공원,어린이공원,,제주특별자치도 제주시 노형동 1285-2,33.4854870775,126.4766321794,1905,운동기구7,조합놀이대1+그네1+흔들놀이7,파고라1+등의자8+평상1,,,1990-05-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00108,1-53호공원,어린이공원,,제주특별자치도 제주시 도련2동 578-5,33.5149701434,126.5898944171,1520,운동기구8+농구대1+다목적운동장1,조합놀이대1+그네1+흔들놀이2+시소1,파고라2+등의자10+음수대1,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00109,1-54호공원,어린이공원,,제주특별자치도 제주시 도련1동 1795-3,33.5121215301,126.5908562911,3000,,,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00110,1-55호공원,어린이공원,,제주특별자치도 제주시 도련1동 1769-9,33.5115302803,126.5886694263,2020,,,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00111,1-56호공원,어린이공원,,제주특별자치도 제주시 도련1동 2264-9,33.5089576826,126.5850439477,2030,운동기구3+농구대1,조합놀이대1+그네1+흔들놀이2+시소1+오르는기구2,파고라1+등의자8+음수대1+평상1,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00112,1-57호공원,어린이공원,,제주특별자치도 제주시 도련1동 2224,33.5079692848,126.5815267698,2400,,,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00113,1-58호공원,어린이공원,,제주특별자치도 제주시 도련1동 2277,33.5079422068,126.5862630295,2900,,그네1+미끄럼틀1+흔돌놀이기구3+오르는기구2+조합놀이대1,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00114,1-59호공원,어린이공원,,제주특별자치도 제주시 도련동 1615-1,33.48295235,126.4719591,2600,,그네1+흔들놀이기구3+조합놀이대1+기타1,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00115,1-60호공원,어린이공원,,제주특별자치도 제주시 봉개동 2448-1,33.4911132805,126.5889503944,2160,,그네1+흔들놀이기구3+조합놀이대1,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00116,1-61호공원,어린이공원,,제주특별자치도 제주시 봉개동 2609-5,33.4928872721,126.5910791807,1740,,,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00117,1-62호공원,어린이공원,,제주특별자치도 제주시 봉개동 1920-8,33.4895928119,126.5938169943,2360,,그네1+흔들놀이기구3+조합놀이대1,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00118,1-63호공원,어린이공원,,제주특별자치도 제주시 봉개동 1552-1,33.4894452019,126.5981681089,2863,,,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00119,1-64호공원,어린이공원,제주특별자치도 제주시 진목2길 17,제주특별자치도 제주시 봉개동 1378-8,33.4882711200,126.5999255000,2210,,그네1+흔들놀이기구5+조합놀이대2,,,,1994-02-14,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00120,1-65호공원,어린이공원,,제주특별자치도 제주시 노형동 751-1,33.4778420296,126.4802046866,1889.2,운동기구3,조합놀이대1+그네1+흔들놀이3+시소2,파고라1+평의자3+등의자3+자전거거치대1,,,1996-12-31,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00121,1-66호공원,어린이공원,,제주특별자치도 제주시 노형동 732-2,33.4792568255,126.4865747412,5321.9,운동기구10+현대화체육시설1,조합놀이대1+그네1,파고라3+평의자10+등의자15,,,1996-12-31,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00122,1-67호공원,어린이공원,,제주특별자치도 제주시 연동 1519-1,33.4776473982,126.4897216302,3787.4,운동기구12+농구대1+배드민턴장1,조합놀이대1+그네1+흔들놀이2+시소2,파고라3+평의자12+등의자14+나무테이블4,,,1996-12-31,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00123,1-68호공원,어린이공원,,제주특별자치도 제주시 연동 1504-2,33.4796487549,126.4914339720,1541.5,,조합놀이대1+그네1+흔들놀이1+시소1,파고라1+평의자6+등의자4,,,1996-12-31,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00124,1-69호공원,어린이공원,,제주특별자치도 제주시 외도1동 492-11,33.4872925649,126.4276314543,1689.8,운동기구2,조합놀이대1+그네1,파고라2+평의자6+등의자6+음수대1,,,1995-06-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00125,1-70호공원,어린이공원,,제주특별자치도 제주시 외도1동 634-6,33.4858045947,126.4300366165,1536,운동기구3+농구대2,조합놀이대1+그네1,파고라1+평의자3+등의자9+음수대1,,,1986-05-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00126,1-71호공원,어린이공원,,제주특별자치도 제주시 외도1동 438-3,33.4914803283,126.4278654749,1500.1,운동기구4+농구대2,조합놀이대1+그네1,파고라2+평의자6+등의자5+음수대1,,,1995-06-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00127,1-72호공원,어린이공원,,제주특별자치도 제주시 외도1동 442-5,33.4905509630,126.4300847678,1850,운동기구4,조합놀이대1+그네1,파고라2+평의자6+등의자8+음수대1+지압판1+지압안내판1,,,1995-06-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00128,1-73호공원,어린이공원,,제주특별자치도 제주시 외도1동 455-1,33.4900677351,126.4276024984,1863.8,운동기구2,조합놀이대1+그네1,파고라2+등의자7+음수대1,,,1995-06-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00129,1-74호공원,어린이공원,,제주특별자치도 제주시 외도1동 452-1,33.4911893364,126.4331972268,2220.4,운동기구5,조합놀이대1+그네1+흔들놀이2+시소1,파고라2+평의자8+음수대1,,,1995-06-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00130,1-75호공원,어린이공원,,제주특별자치도 제주시 외도1동 493-3,33.4880747439,126.4283708938,2616.9,운동기구3+게이트볼장1,조합놀이대1+그네1,파고라1+등의자6+음수대1+지압판1+지압안내판1,,,1999-07-02,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00131,1-76호공원,어린이공원,,제주특별자치도 제주시 외도1동 523-3,33.4884839642,126.4321909743,3002,운동기구2+농구대1,조합놀이대1+그네1+흔들놀이2,파고라3+평의자11+등의자6+음수대1+돌테이블세트1+지압판2+지압안내판1,,,1999-07-02,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00132,1-77호공원,어린이공원,,제주특별자치도 제주시 외도1동 453-2,33.4909679054,126.4339377968,3786,운동기구6+농구대2,조합놀이대1+그네1,파고라3+평의자11+등의자11+음수대1+돌테이블세트1+돌의자3+무대1,,,1995-06-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00133,1-78호공원,어린이공원,,제주특별자치도 제주시 외도1동 560-3,33.4857132719,126.4319515453,2490,운동기구2+농구대3,조합놀이대1+그네1,파고라2+등의자12+음수대1+돌테이블세트1+돌의자1,,,1995-06-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00134,1-79호공원,어린이공원,,제주특별자치도 제주시 화북1동 1957,33.5214783622,126.5647685438,3597.4,운동기구7,조합놀이대1+그네1+흔들놀이1+시소1,파고라2+평의자7+등의자4+돌테이블세트1+화장실1,,,1983-04-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00177,세화어린이공원,어린이공원,,제주특별자치도 제주시 구좌읍 세화리 3642-1,33.5262562796,126.8547973138,2280,운동기구8+미니축구골대2+배드민턴장1+풋살장+어르신놀이터,조합놀이대1,파고라1+평의자12+등의자3+지압판1+평상1,,,1993-11-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00178,용암해수제2공원,어린이공원,,제주특별자치도 제주시 구좌읍 한동리 4849-17,33.5410199466,126.8152457395,2566,,,파고라4+평의자16,,,2009-12-09,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00179,함덕1호어린이공원,어린이공원,,제주특별자치도 제주시 조천읍 함덕리 4154-3,33.5394595539,126.6755229183,4773,운동기구6+풋살장,조합놀이대1+그네1,평의자4+자전거거치대1,,,2002-07-12,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00180,함덕2호어린이공원,어린이공원,,제주특별자치도 제주시 조천읍 함덕리 4145-1,33.5392461366,126.6736973874,1524.6,운동기구1,조합놀이대1+그네1,등의자6+자전거거치대1,,,2002-07-12,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00181,샘물공원,어린이공원,,제주특별자치도 제주시 조천읍 함덕리 272-76,33.5404417961,126.6754920586,1500,운동기구10+배구장1,조합놀이대1,파고라2+평의자2+등의자3+돌의자7,,,1993-11-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00182,관덕공원,역사공원,,제주특별자치도 제주시 삼도2동 43-2,33.5140017100,126.5218039000,16000,,,,제주목관아,,1986-05-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00183,신비의도로,문화공원,,제주특별자치도 제주시 노형동 291,33.4492903215,126.4878615719,96930,,,,,,2001-08-11,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00184,산짓물공원,문화공원,,제주특별자치도 제주시 건입동 1343,33.5156057970,126.5285425290,7611,,,평의자24,,,2013-05-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00185,수월봉공원,문화공원,,제주특별자치도 제주시 한경면 고산리 3758-1,33.2941423870,126.1636957822,104740,,,,,,2017-04-10,제주특별자치도 제주시청 공원녹지과,064-728-3602,2025-04-14
50110-00186,용담체육공원,체육공원,제주특별자치도 제주시 서해안로 580,제주특별자치도 제주시 용담3동 1089,33.5182371200,126.4994427000,22530,운동기구18+농구대2+다목적운동장1+미니축구골대6+배드민턴장1,조합놀이대1+시소1+공중놀이1+건너는기구2,파고라3+평의자36+등의자15+음수대1+화장실1+나무테이블33+지압판1+지압안내판1+국기게양대1+돌의자4,,관리사무소1,1999-01-05,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00187,고내공원,체육공원,제주특별자치도 제주시 애월읍 일주서로 6361,제주특별자치도 제주시 애월읍 고내리 1356,33.4629002535,126.3336050284,68340,축구장1+농구대2+테니스장2+게이트볼장1+체육관1,,,,,1981-04-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00188,1-121호공원,어린이공원,,제주특별자치도 제주시 화북1동 1424,33.5226070251,126.5703451239,4282,,,,,,2018-10-11,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00189,1-122호공원,어린이공원,,제주특별자치도 제주시 화북1동 1888,33.5210550323,126.5698748728,1471,,,,,,2018-10-11,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00190,1-123호공원,어린이공원,,제주특별자치도 제주시 화북1동 1394-2,33.5215202083,126.5718301660,1341,,,,,,2018-10-11,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00163,1-111호공원,어린이공원,,제주특별자치도 제주시 아라1동 6099-9,33.4755176219,126.5422752743,2418.2,농구대1,조합놀이대1+그네1+흔들놀이2+시소1,파고라2+평의자6+등의자2+음수대1,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00164,1-112호공원,어린이공원,,제주특별자치도 제주시 아라1동 6089,33.4731833241,126.5441571322,2013.3,운동기구4,조합놀이대1+흔들놀이3,파고라1+평의자4+음수대1+돌의자1,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00165,1-113호공원,어린이공원,,제주특별자치도 제주시 아라1동 6071,33.4717869880,126.5428999659,1499.9,운동기구4,조합놀이대1+그네1+흔들놀이2+시소1,파고라1+평의자4+음수대1+돌의자1,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00166,1-114호공원,어린이공원,,제주특별자치도 제주시 아라1동 6058-6,33.4711166804,126.5411518424,4519.2,운동기구4,조합놀이대1+그네1+흔들놀이2,파고라2+평의자6+등의자6+돌의자2,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00167,1-115호공원,어린이공원,,제주특별자치도 제주시 아라1동 6077,33.4696515584,126.5447971698,2632.6,운동기구5,조합놀이대1+그네1+스피드레이서2+시소1,파고라1+평의자4+음수대1+돌의자2,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00168,1-116호공원,어린이공원,,제주특별자치도 제주시 아라1동 6108-3,33.4760848438,126.5464690522,1762.8,운동기구3,조합놀이대1+그네1,파고라1+평의자3+음수대1,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00169,1-117호공원,어린이공원,,제주특별자치도 제주시 아라1동 6111-1,33.4765561227,126.5491165352,1957.5,운동기구5,조합놀이대1+시소1,파고라1+평의자7+음수대1+자전거거치대1+돌의자2,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00170,1-118호공원,어린이공원,,제주특별자치도 제주시 아라1동 6131-3,33.4726811835,126.5485590351,1644.8,운동기구3,조합놀이대1+그네1+흔들놀이3+스피드레이서2+시소2,파고라1+평의자4+음수대1+돌의자1,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00171,1-119호공원,어린이공원,제주특별자치도 제주시 인다14길 12-7,제주특별자치도 제주시 아라1동 6141-9,33.4708596000,126.5468916000,1862.8,운동기구5,조합놀이대1+흔들놀이3,파고라1+평의자2+음수대1+돌의자1,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00172,1-120호공원,어린이공원,,제주특별자치도 제주시 아라1동 6159-1,33.4718422081,126.5512420236,1650.7,,조합놀이대1,파고라1+평의자3+음수대1+돌의자1,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00173,1-121호공원,어린이공원,,제주특별자치도 제주시 노형동 3790-1,33.4832210361,126.4783877806,1577.3,운동기구4,조합놀이대1+그네1+흔들놀이3,파고라1+등의자6+자전거거치대1,,,2010-05-26,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00174,1-122호공원,어린이공원,,제주특별자치도 제주시 노형동 3799,33.4810330467,126.4769808188,1744.5,운동기구4,조합놀이대1+흔들놀이5+회전놀이1,파고라1+등의자6,,,2010-05-26,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00175,하귀1호공원,어린이공원,,제주특별자치도 제주시 애월읍 하귀1리 148-1,33.4863889342,126.4188806071,1678.4,운동기구4,조합놀이대1+그네1+흔들놀이3+시소1,파고라1+등의자5+음수대1+지압판1,,,2004-08-04,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00176,하귀2호공원,어린이공원,,제주특별자치도 제주시 애월읍 하귀1리 234-3,33.4816843317,126.4135686731,1880.3,,조합놀이대1+그네1+흔들놀이1+시소4,파고라2+평의자4+등의자4+음수대1+나무테이블1+자전거거치대2,,,2004-08-04,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00149,1-97호공원,어린이공원,,제주특별자치도 제주시 도남동 731-6,33.4885639238,126.5218700939,2034.7,,조합놀이대1+그네1+시소2,파고라2+평의자10+등의자1+지압판2+돌의자15,,,2002-10-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00150,1-98호공원,어린이공원,,제주특별자치도 제주시 도남동 755-2,33.4886356245,126.5261107549,1617.3,,조합놀이대1+그네1,파고라2+평의자3+등의자3+돌의자1,,,2002-10-01,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00151,1-99호공원,어린이공원,,제주특별자치도 제주시 이도2동 2041-4,33.4874652060,126.5338751962,3342.8,운동기구5,조합놀이대1+흔들놀이2+시소2,파고라2+평의자3+등의자2+음수대1,,,2003-04-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00152,1-100호공원,어린이공원,,제주특별자치도 제주시 이도2동 2033,33.4896155023,126.5339787718,2734.2,운동기구5,조합놀이대1+흔들놀이2+스피드레이서2+시소2,파고라2+평의자6+등의자2+음수대1,,,2003-04-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00153,1-101호공원,어린이공원,,제주특별자치도 제주시 이도2동 2012-1,33.4883541305,126.5362785069,1501.4,운동기구5,조합놀이대1,파고라2+평의자2+등의자5+음수대1+지압판1,,,2003-04-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00154,1-102호공원,어린이공원,,제주특별자치도 제주시 이도2동 2024-1,33.4865289779,126.5355356594,1872.4,,조합놀이대1,파고라1+평의자4+등의자8+음수대1+흔들의자2+지압판1,,,2003-04-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00155,1-103호공원,어린이공원,,제주특별자치도 제주시 이도2동 1991-1,33.4923255948,126.5391081976,2013.5,운동기구7,조합놀이대2+시소2,파고라1+평의자3+등의자2+음수대1+육각등의자세트2+돌의자3,,,2003-04-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00156,1-104호공원,어린이공원,,제주특별자치도 제주시 이도2동 1982-10,33.4897205740,126.5414767247,1852.2,운동기구5,조합놀이대1+흔들놀이3,파고라1+평의자6+등의자3+음수대1+지압판1,,,2003-04-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00157,1-105호공원,어린이공원,,제주특별자치도 제주시 이도2동 1942-2,33.4935483839,126.5440399943,2296.8,,,,,,2003-04-16,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00158,1-106호공원,어린이공원,,제주특별자치도 제주시 월평동 748-1,33.4510929813,126.5747449542,4655,농구대1,조합놀이대1+오르는기구2,파고라1+평의자2+등의자2+음수대1+지압판1,,,2005-06-13,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00159,1-107호공원,어린이공원,,제주특별자치도 제주시 도련1동 1969-4,33.5151306490,126.5794831668,1539.9,,조합놀이대1+그네1+흔들놀이6+오르는기구1,파고라1+평의자3+등의자2,,,2006-05-31,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00160,1-108호공원,어린이공원,,제주특별자치도 제주시 도련1동 1989-6,33.5131096779,126.5794918988,1650.2,,조합놀이대1+그네1+시소1,파고라1+평의자5+등의자2+돌의자1,,,2006-05-31,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00161,1-109호공원,어린이공원,,제주특별자치도 제주시 도련1동 1999-6,33.5131472397,126.5823511265,1529.9,,조합놀이대1+그네1+시소2,파고라2+평의자6+돌의자5,,,2006-05-31,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00162,1-110호공원,어린이공원,,제주특별자치도 제주시 아라1동 6045,33.4764955642,126.5410549402,8094.4,운동기구4+배드민턴장1,조합놀이대1+흔들놀이2,파고라3+평의자9+음수대1+지압판1+돌의자3,,,2008-06-18,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00135,1-80호공원,어린이공원,,제주특별자치도 제주시 화북1동 1972-9,33.5196788431,126.5676787904,1699.9,운동기구7+농구대1,조합놀이대1+그네1+시소1,파고라1+평의자11+등의자4+자전거거치대1+지압판1+지압안내판1+돌의자5,,,1983-04-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00136,1-81호공원,어린이공원,,제주특별자치도 제주시 화북1동 2127,33.5144871339,126.5609173559,2750.3,운동기구5+족구장1+풋살장1,,파고라1+평의자12+돌의자2,,,1983-04-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00137,1-82호공원,어린이공원,제주특별자치도 제주시 선반로10길 14,제주특별자치도 제주시 화북1동 2134-3,33.5140159801,126.5665786896,3200.1,운동기구5,,평의자5,,,1983-04-22,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00138,1-86호공원,어린이공원,,제주특별자치도 제주시 화북1동 11-8,33.5196800926,126.5737235954,1574.8,운동기구11,조합놀이대1+그네1,파고라1+평의자6+등의자3+음수대1+지압판1+지압안내판1,,,1998-11-13,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00139,1-87호공원,어린이공원,,제주특별자치도 제주시 화북1동 9-2,33.5199082092,126.5763452073,1513.4,운동기구5,조합놀이대1+그네1+스피드레이서2+시소1,평의자4+등의자4+음수대1+자전거거치대1,,,1998-11-13,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00140,1-88호공원,어린이공원,,제주특별자치도 제주시 화북1동 12-3,33.5179021160,126.5760375673,7583.4,운동기구23+농구대1+다목적운동장1,조합놀이대1+그네1+흔들놀이2+시소1,파고라3+평의자11+등의자4+음수대1+돌테이블세트1+지압판1+지압안내판1+돌의자1,,,1998-11-13,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00141,1-89호공원,어린이공원,,제주특별자치도 제주시 노형동 2511-1,33.4845535134,126.4710252172,1530,운동기구6,조합놀이대1+그네1,파고라1+등의자7+자전거거치대1+평상1,,,1992-11-19,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00142,1-90호공원,어린이공원,,제주특별자치도 제주시 노형동 2514-2,33.4835151398,126.4719406861,2940,운동기구5+배드민턴장1,조합놀이대1+그네1+시소1,파고라2+평의자4+등의자6+지압판1+지압안내판1+평상1,,,1992-11-19,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00143,1-91호공원,어린이공원,,제주특별자치도 제주시 노형동 2517-4,33.4822427897,126.4723411257,1540,운동기구5,조합놀이대1+그네1+시소1,파고라1+평의자4+등의자10,,,1992-11-19,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00144,1-92호공원,어린이공원,,제주특별자치도 제주시 노형동 2531-5,33.4847945717,126.4730543452,1690.8,운동기구6,조합놀이대1+그네1+흔들놀이2+시소1,파고라1+등의자9+돌의자1,,,1992-11-19,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
50110-00145,1-93호공원,어린이공원,,제주특별자치도 제주시 노형동 2596-3,33.4813762428,126.4722154079,2532,운동기구4+농구대2,조합놀이대1,파고라2+등의자10+음수대1+자전거거치대1+평상1+돌의자4,,,2001-11-29,제주특별자치도 제주시청 공원녹지과,064-728-3601,2025-04-14
