교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,팩스번호,홈페이지,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,인가총정원수,3세모집정원수,4세모집정원수,5세모집정원수,혼합모집정원수,특수학급모집정원수,만3세원아수,만4세원아수,만5세원아수,혼합원아수,특수원아수,위도,경도
제주특별자치도교육청,제주시교육지원청,저청초등학교병설유치원,공립(병설),김성룡,김성룡,19850905,19850905,제주특별자치도 제주시 중산간서로 3591,064-798-1640,064-798-1649,http://www.jeocheong.jje.es.kr,0,1,1,0,0,43,0,19,24,0,0,0,14,18,0,0,33.3265905488812,126.251300697121
제주특별자치도교육청,제주시교육지원청,전원유치원,사립(사인),황옥선,황옥선,19880315,19880315,제주특별자치도 제주시 구남동8길 1-6,064-722-5755,064-751-5755,http://jeonwon.jje.kg.kr,2,3,3,0,0,232,58,87,87,0,0,47,87,86,0,0,33.4875611020556,126.539279327324
제주특별자치도교육청,제주시교육지원청,제주YMCA유치원,사립(법인),임애자,임애자,19940101,19940304,제주특별자치도 제주시 관덕로2길 1,064-758-6844,064-755-4405,http://ymca.jje.kg.kr/,1,1,1,0,0,87,29,29,29,0,0,9,23,17,0,0,33.5126530144747,126.520359164517
제주특별자치도교육청,제주시교육지원청,제주관광대학교부속유치원,사립(법인),김창희,고보숙,19970529,19970529,제주특별자치도 제주시 평화로 2755-1,064-746-9220,064-746-9223,http://jtukid.jje.kg.kr,2,3,3,0,0,232,58,87,87,0,0,52,84,86,0,0,33.4511210925707,126.435295113896
제주특별자치도교육청,제주시교육지원청,제주까리따스유치원,사립(법인),이민자,이민자,19910303,19910303,제주특별자치도 제주시 인다10길 19,064-702-5425,064-702-5424,https://caritas.jje.kg.kr/,2,3,3,0,0,212,44,81,87,0,0,44,80,87,0,0,33.4748540101518,126.548167268153
제주특별자치도교육청,제주시교육지원청,제주남초등학교병설유치원,공립(병설),김진희,김진희,19980311,19980311,제주특별자치도 제주시 남성로 149,064-729-3791,064-729-3799,http://jejunam.jje.es.kr,0,0,0,1,1,19,0,0,0,16,3,0,0,0,10,3,33.5099618442628,126.521174807454
제주특별자치도교육청,제주시교육지원청,제주동초등학교병설유치원,공립(병설),한영숙,한영숙,19840227,19840227,제주특별자치도 제주시 동문로 65,064-754-0600,064-753-7587,http://jejudong.jje.es.kr,0,0,2,2,1,80,0,0,46,30,4,0,0,46,22,4,33.5144513347528,126.533319969852
제주특별자치도교육청,제주시교육지원청,제주북초등학교병설유치원,공립(병설),강정이,강정이,20090804,20090804,제주특별자치도 제주시 중앙로8길 18,064-717-3372, , ,0,1,1,0,0,43,0,19,24,0,0,0,6,21,0,0,33.5149925501754,126.521383242534
제주특별자치도교육청,제주시교육지원청,제주서초등학교병설유치원,공립(병설),김기철,김기철,19840301,19840315,제주특별자치도 제주시 성화로6길 51,064-711-5944,064-711-5945,http://www.jeju-seo.es.kr,0,1,2,0,1,67,0,18,43,0,6,0,17,41,0,6,33.5121593265466,126.510895940792
제주특별자치도교육청,제주시교육지원청,제주영락유치원,사립(법인),김소희,김소희,19790331,19790331,제주특별자치도 제주시 동광로23길 15,064-753-1230,064-753-1257,http://jejuyn.jje.kg.kr,1,2,3,0,0,232,29,58,87,0,0,23,58,81,0,0,33.5110878591023,126.543046144203
제주특별자치도교육청,제주시교육지원청,제주중앙유치원,사립(사인),현기봉,한애정,19240413,19240413,제주특별자치도 제주시 고마로7길 11,064-758-7876,064-756-7875, ,0,1,2,0,0,145,0,29,58,0,0,0,28,36,0,0,33.5118339886675,126.539814556456
제주특별자치도교육청,제주시교육지원청,제주중앙초등학교병설유치원,공립(병설),문재필,문재필,20120301,20120301,제주특별자치도 제주시 서사로18길 40,064-729-3899,064-729-3898,http://www.jejujungang.es.kr,0,1,3,0,1,91,0,16,67,0,8,0,16,47,0,8,33.5023654421817,126.515761782966
제주특별자치도교육청,제주시교육지원청,제주충신유치원,사립(법인),이예한,이예한,20031203,20031203,제주특별자치도 제주시 연화로2길 17-6,064-747-2033,064-747-2034,https://jchild.jje.kg.kr/,1,2,1,0,0,116,28,57,29,0,0,25,57,29,0,0,33.4780189132311,126.489283325311
제주특별자치도교육청,제주시교육지원청,조천초등학교병설유치원,공립(병설),고옥재,고옥재,19810205,19810310,제주특별자치도 제주시 신북로 195,064-783-4601,064-782-4702,http://www.jocheon.es.kr,0,1,1,0,0,43,0,19,24,0,0,0,8,21,0,0,33.5356424441185,126.633708736961
제주특별자치도교육청,제주시교육지원청,종달초등학교병설유치원,공립(병설),진성호,진성호,19820121,19820308,제주특별자치도 제주시 종달로7길 5,064-783-3189,064-783-3189,http://www.jongdal.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,6,0,33.4927721731224,126.897223401896
제주특별자치도교육청,제주시교육지원청,추자초등학교병설유치원,공립(병설),이원용,이원용,19810311,19810311,제주특별자치도 제주시 대서3길 10,064-742-8531,064-742-3648,http://www.chuja.es.kr,0,0,0,1,0,15,0,0,0,15,0,0,0,0,13,0,33.964338811082,126.295388741442
제주특별자치도교육청,제주시교육지원청,평대초등학교병설유치원,공립(병설),김영대,고길철,19820308,19820308,제주특별자치도 제주시 일주동로 2979,064-750-6830,064-750-6805, ,0,0,0,1,0,15,0,0,0,15,0,0,0,0,4,0,33.5294965425841,126.840568297992
제주특별자치도교육청,제주시교육지원청,하귀일초등학교병설유치원,공립(병설),강정임,강정임,20120301,20120301,제주특별자치도 제주시 하귀9길 42,064-795-0895,064-795-0876,https://hagwiil.jje.es.kr/,0,0,2,0,0,48,0,0,48,0,0,0,0,48,0,0,33.4839014611868,126.415179304833
제주특별자치도교육청,제주시교육지원청,하귀초등학교병설유치원,공립(병설),양동렬,양동렬,19810310,19810310,제주특별자치도 제주시 하귀로 44,064-713-4005,064-713-7655,http://www.hagwi.es.kr,0,0,0,2,0,38,0,0,0,38,0,0,0,0,30,0,33.4797727483758,126.401889780717
제주특별자치도교육청,제주시교육지원청,하도초등학교병설유치원,공립(병설),오진희,오진희,19810205,19810205,제주특별자치도 제주시 일주동로 3378,064-780-9690,064-780-9666,https://hado.jje.es.kr/,0,0,0,1,0,19,0,0,0,19,0,0,0,0,8,0,33.5175075055692,126.878504974662
제주특별자치도교육청,제주시교육지원청,한동초등학교병설유치원,공립(병설),정두길,정두길,19820305,19820305,제주특별자치도 제주시 일주동로 2831,064-766-8270, ,http://www.handong.es.kr/home/home.jsp,0,0,0,1,0,19,0,0,0,19,0,0,0,0,5,0,33.5388201215133,126.828532145562
제주특별자치도교육청,제주시교육지원청,한라유치원,사립(사인),변정심,정연희,20020923,20030301,제주특별자치도 제주시 국기로2길 18,064-743-0675~6,064-743-0679,http://hallakid.jje.kg.kr,1,3,3,0,0,203,29,87,87,0,0,29,87,87,0,0,33.4798903469567,126.491714866442
제주특별자치도교육청,제주시교육지원청,한림성모유치원,사립(법인),최영자,최영자,19850308,19850308,제주특별자치도 제주시 한수풀로 28-4,064-796-3588,064-796-9588, ,1,1,1,0,0,86,20,22,26,0,0,13,9,8,0,0,33.4173177371132,126.266241768956
제주특별자치도교육청,제주시교육지원청,한림초등학교병설유치원,공립(병설),장영화,장영화,19790202,19790202,제주특별자치도 제주시 한림로4길 16,064-797-3070,064-797-3071,http://hallim.jje.es.kr/,0,0,0,3,1,54,0,0,0,50,4,0,0,0,40,4,33.4113830568229,126.260791461774
제주특별자치도교육청,제주시교육지원청,한천초등학교병설유치원,공립(병설),김진미,김진미,19850301,19850301,제주특별자치도 제주시 남성로11길 22,064-750-7370,064-750-7399,http://www.jeju-hancheon.es.kr,0,1,1,0,0,43,0,19,24,0,0,0,7,18,0,0,33.507333029923,126.512796617517
제주특별자치도교육청,제주시교육지원청,함덕초등학교병설유치원,공립(병설),송성곤,송성곤,19810205,19810310,제주특별자치도 제주시 일주동로 1231,064-780-4591,064-780-4597,https://hamdeok.jje.es.kr/,0,2,2,0,0,86,0,38,48,0,0,0,38,48,0,0,33.5386310185037,126.671611855277
제주특별자치도교육청,제주시교육지원청,화북초등학교병설유치원,공립(병설),김춘희,김춘희,20180305,20180305,제주특별자치도 제주시 일주동로 157,064-720-7580,064-720-7598, ,0,1,1,0,0,43,0,19,24,0,0,0,14,24,0,0,33.518673274,126.5617189478
